day,month,year,reef,sst,bst,current_dir_to,current_dir_from,current_deg,current_speed,swell,vis,divers,shark_id,rest_frames,rest_seconds,tot_sharks,sharks_in_uvc,maxn,frames,camera_time,maxn_divers
12,1,2023,QM,27.5,,SE,NW ,135,0.9,1.3,12,N,QM.12.01.2023.11,3,90,1,30,10,1740,870,0
12,1,2023,QM,27.5,,SE,NW ,135,0.9,1.3,12,N,QM.12.01.2023.12,11,330,7,30,10,1740,870,0
12,1,2023,QM,27.5,,SE,NW ,135,0.9,1.3,12,N,QM.12.01.2023.13,3,90,1,30,10,1740,870,0
12,1,2023,QM,27.5,,SE,NW ,135,0.9,1.3,12,N,QM.12.01.2023.14,2,60,3,30,10,1740,870,0
12,1,2023,QM,27.5,,SE,NW ,135,0.9,1.3,12,N,QM.12.01.2023.15,8,240,5,30,10,1740,870,0
12,1,2023,QM,27.5,,SE,NW ,135,0.9,1.3,12,N,QM.12.01.2023.16,6,180,5,30,10,1740,870,0
12,1,2023,QM,27.5,,SE,NW ,135,0.9,1.3,12,N,QM.12.01.2023.17,7,210,5,30,10,1740,870,0
12,1,2023,QM,27.5,,SE,NW ,135,0.9,1.3,12,N,QM.12.01.2023.18,13,390,5,30,10,1740,870,0
12,1,2023,QM,27.5,,SE,NW ,135,0.9,1.3,12,N,QM.12.01.2023.19,1,30,1,30,10,1740,870,0
12,1,2023,QM,27.5,,SE,NW ,135,0.9,1.3,12,N,QM.12.01.2023.20,5,150,3,30,10,1740,870,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.01,7,210,3,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.02,10,300,2,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.03,13,390,16,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.04,2,60,1,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.05,2,60,2,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.06,3,90,3,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.07,39,1170,14,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.08,1,30,3,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.09,3,90,4,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.10,11,330,4,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.11,1,30,3,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.12,2,60,1,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.13,4,120,2,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.14,4,120,2,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.15,28,840,10,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.16,6,180,3,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.17,3,90,1,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.18,3,90,1,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.19,4,120,4,43,22,1289,644.5,0
18,1,2023,QM,29.1,,S,N,0,1.1,1.3,15,N,QM.18.01.2023.20,16,480,15,43,22,1289,644.5,0
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.01,1,30,1,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.02,3,90,1,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.03,2,60,2,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.04,7,210,17,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.05,16,480,13,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.06,1,30,1,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.07,8,240,5,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.08,1,30,1,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.09,1,30,1,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.10,6,180,1,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.11,4,120,1,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.12,6,180,5,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.13,3,90,1,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.14,1,30,2,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.15,1,30,1,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.16,4,120,1,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.17,12,360,13,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.18,4,120,9,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.19,3,90,6,38,29,800,400,20
19,1,2023,QM,29,,SE,NW ,135,1.1,1.5,12,Y,QM.19.01.2023.20,1,30,6,38,29,800,400,20
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.01,7,210,6,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.02,1,30,1,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.03,1,30,1,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.04,2,60,2,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.05,1,30,1,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.06,1,30,1,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.07,1,30,1,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.08,1,30,1,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.09,3,90,2,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.10,11,330,7,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.11,2,60,3,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.12,16,480,6,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.13,3,90,1,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.14,1,30,1,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.15,1,30,1,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.16,1,30,1,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.17,1,30,1,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.18,1,30,1,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.19,1,30,1,14,7,1730,865,31
23,1,2023,QM,28.3,,SW,NE,225,1.4,1.3,10,Y,QM.23.01.2023.20,1,30,1,14,7,1730,865,31
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.01,4,120,3,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.02,3,90,3,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.03,4,120,4,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.04,11,330,5,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.05,4,120,3,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.06,21,630,5,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.07,39,1170,12,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.08,3,90,1,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.09,15,450,10,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.10,3,90,3,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.11,8,240,5,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.12,1,30,1,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.13,3,90,3,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.14,1,30,1,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.15,2,60,4,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.16,1,30,1,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.17,4,120,4,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.18,3,90,3,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.19,34,1020,9,23,13,1627,813.5,18
2,2,2023,QM,28.6,,SE,NW ,135,1.2,1.5,15,Y,QM.02.02.2023.20,1,30,2,23,13,1627,813.5,18
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.01,1,30,1,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.02,5,150,4,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.03,17,510,11,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.04,5,150,12,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.05,3,90,3,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.06,9,270,12,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.07,1,30,1,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.08,2,60,2,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.09,3,90,3,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.10,5,150,7,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.11,9,270,7,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.12,2,60,3,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.13,21,630,11,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.14,7,210,8,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.15,2,60,7,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.16,7,210,5,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.17,6,180,10,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.18,2,60,5,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.19,14,420,10,23,13,1665,832.5,11
3,2,2023,QM,27.6,,S,N,180,1.2,1.8,12,Y,QM.03.02.2023.20,2,60,6,23,13,1665,832.5,11
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.01,4,120,11,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.02,5,150,6,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.03,3,90,3,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.04,7,210,7,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.05,1,30,2,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.06,5,150,3,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.07,5,150,9,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.08,8,240,11,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.09,5,150,10,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.10,5,150,5,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.11,2,60,3,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.12,10,300,14,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.13,2,60,3,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.14,2,60,4,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.15,2,60,3,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.16,4,120,6,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.17,3,90,3,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.18,4,120,5,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.19,12,360,12,20,26,1695,847.5,13
4,2,2023,QM,27.6,,N,S,0,0.4,1.7,15,Y,QM.04.02.2023.20,4,120,3,20,26,1695,847.5,13
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.01,1,30,1,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.02,4,120,3,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.03,2,60,2,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.04,1,30,1,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.05,2,60,2,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.06,3,90,1,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.07,1,30,1,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.08,2,60,2,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.09,1,30,1,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.10,3,90,2,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.11,2,60,2,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.12,1,30,1,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.13,2,60,2,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.14,1,30,1,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.15,3,90,1,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.16,1,30,2,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.17,2,60,1,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.18,1,30,1,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.19,4,120,3,8,7,1622,811,9
13,2,2023,QM,28.2,,SE,NW ,135,0.9,1.5,10,Y,QM.13.02.2023.20,1,30,1,8,7,1622,811,9
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.01,3,90,1,7,5,795,397.5,0
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.02,8,240,3,7,5,795,397.5,0
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.03,1,30,1,7,5,795,397.5,0
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.04,6,180,3,7,5,795,397.5,0
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.05,1,30,3,7,5,795,397.5,0
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.06,7,210,1,7,5,795,397.5,0
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.07,6,180,2,7,5,795,397.5,0
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.08,5,150,2,7,5,795,397.5,0
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.09,3,90,1,7,5,795,397.5,0
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.10,2,60,2,7,5,795,397.5,0
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.11,4,120,2,7,5,795,397.5,0
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.12,6,180,3,7,5,795,397.5,0
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.13,3,90,2,7,5,795,397.5,0
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.14,1,30,1,7,5,795,397.5,0
