day,month,year,reef,sst,bst,current_dir_to,current_dir_from,current_deg,current_speed,swell,vis,divers,shark_id,rest_frames,rest_seconds,tot_sharks,sharks_in_uvc,maxn,frames,camera_time,maxn_divers
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.15,2,60,1,7,5,795,397.5,0
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.16,17,510,4,7,5,795,397.5,0
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.17,1,30,1,7,5,795,397.5,0
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.18,10,300,2,7,5,795,397.5,0
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.19,1,30,1,7,5,795,397.5,0
22,12,2022,RR,27.3,,S,N,180,0.9,1.5,10,N,RR.22.12.2022.20,4,120,1,7,5,795,397.5,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.01,3,90,1,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.02,30,900,12,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.03,15,450,4,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.04,19,570,17,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.05,8,240,5,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.06,16,480,10,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.07,6,180,4,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.08,8,240,8,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.09,1,30,1,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.10,9,270,3,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.11,27,810,14,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.12,7,210,3,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.13,5,150,3,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.14,20,600,3,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.15,12,360,13,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.16,4,120,3,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.17,4,120,3,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.18,19,570,13,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.19,1,30,11,7,19,912,456,0
23,12,2022,RR,27.6,,,,,,1.5,12,N,RR.23.12.2022.20,3,90,4,7,19,912,456,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.01,2,60,1,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.02,6,180,15,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.03,9,270,12,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.04,3,90,3,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.05,6,180,4,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.06,1,30,1,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.07,15,450,5,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.08,8,240,6,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.09,8,240,5,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.10,3,90,4,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.11,5,150,5,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.12,3,90,1,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.13,1,30,2,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.14,4,120,2,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.15,8,240,4,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.16,6,180,7,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.17,5,150,3,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.18,4,120,4,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.19,1,30,1,5,14,1786,893,0
3,1,2023,RR,27.7,,,,,,1.7,10,N,RR.03.01.2023.20,2,60,2,5,14,1786,893,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.01,2,60,1,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.02,2,60,1,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.03,2,60,3,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.04,4,120,3,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.05,1,30,1,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.06,3,90,1,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.07,4,120,3,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.08,1,30,1,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.09,3,90,2,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.10,4,120,1,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.11,8,240,1,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.12,7,210,5,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.13,5,150,4,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.14,4,120,3,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.15,4,120,1,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.16,2,60,1,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.17,5,150,2,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.18,4,120,2,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.19,5,150,1,22,6,814,407,0
14,2,2023,RR,28.9,,,,,,1.2,18,N,RR.14.02.2023.20,4,120,1,22,6,814,407,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.01,11,330,6,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.02,12,360,5,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.03,3,90,2,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.04,3,90,1,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.05,7,210,2,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.06,5,150,7,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.07,10,300,3,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.08,7,210,4,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.09,4,120,3,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.10,5,150,5,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.11,7,210,8,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.12,8,240,7,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.13,7,210,1,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.14,14,420,3,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.15,4,120,2,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.16,1,30,1,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.17,17,510,5,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.18,4,120,3,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.19,16,480,4,22,10,1641,820.5,0
15,2,2023,RR,28.5,,,,,,1.3,18,N,RR.15.02.2023.20,10,300,6,22,10,1641,820.5,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.01,2,60,2,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.02,24,720,10,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.03,8,240,6,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.04,30,900,5,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.05,4,120,4,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.06,9,270,8,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.07,6,180,5,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.08,12,360,3,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.09,12,360,8,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.10,8,240,4,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.11,8,240,7,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.12,71,2130,4,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.13,14,420,6,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.14,3,90,4,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.15,4,120,4,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.16,1,30,1,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.17,9,270,4,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.18,9,270,4,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.19,5,150,4,,20,1652,826,0
16,2,2023,RR,28.1,,,,,,1.2,18,N,RR.16.02.2023.20,10,300,7,,20,1652,826,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.01,7,210,9,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.02,6,180,1,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.03,7,210,2,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.04,7,210,3,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.05,8,240,5,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.06,6,180,7,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.07,3,90,5,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.08,2,60,3,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.09,6,180,7,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.10,13,390,3,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.11,2,60,2,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.12,8,240,4,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.13,8,240,7,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.14,1,30,2,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.15,9,270,8,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.16,25,750,9,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.17,5,150,4,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.18,9,270,5,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.19,3,90,4,,10,1658,829,0
17,2,2023,RR,28.4,,,,,,1.5,22,N,RR.17.02.2023.20,2,60,2,,10,1658,829,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.01,10,300,5,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.02,3,90,6,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.03,10,300,3,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.04,6,180,9,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.05,3,90,3,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.06,5,150,1,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.07,3,90,1,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.08,5,150,3,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.09,7,210,3,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.10,5,150,2,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.11,4,120,2,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.12,5,150,9,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.13,15,450,2,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.14,5,150,4,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.15,1,30,1,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.16,2,60,1,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.17,5,150,3,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.18,3,90,2,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.19,7,210,2,,21,1632,816,0
18,2,2023,RR,28.5,,,,,,1.3,20,N,RR.18.02.2023.20,2,60,1,,21,1632,816,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.01,4,120,2,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.02,14,420,2,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.03,5,150,1,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.04,13,390,2,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.05,2,60,1,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.06,4,120,2,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.07,16,480,3,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.08,1,30,1,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.09,3,90,2,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.10,12,360,3,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.11,6,180,1,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.12,6,180,2,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.13,1,30,1,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.14,1,30,1,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.15,3,90,2,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.16,1,30,1,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.17,5,150,1,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.18,2,60,1,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.19,3,90,1,,6,1664,832,0
19,2,2023,RR,28.6,,,,,,1.8,20,N,RR.19.02.2023.20,11,330,3,,6,1664,832,0
